source,target,similarity
Chlorhexidine,Dichlorvo,0.858567417
NADPH,Indium,0.884381652
NADPH,Mescaline,0.877828598
NADPH,Titanium,0.876160979
NADPH,Cobalt,0.876108885
NADPH,Turmeric,0.870889544
Polymyxin B,Erythromycin,0.89245671
Polymyxin B,Tobramycin,0.890916348
Polymyxin B,Trypsin,0.875903904
Polymyxin B,Natamycin,0.875702977
Polymyxin B,Polysorbate 80,0.86848706
Natamycin,Vancomycin,0.92381382
Natamycin,Amoxicillin,0.900608063
Natamycin,Tobramycin,0.897649705
Natamycin,Rifampin,0.897234023
Natamycin,Minocycline,0.895396054
Lobaplatin,Carboplatin,0.950638056
Lobaplatin,Cisplatin,0.948390007
Lobaplatin,of developing Cisplatin,0.942067385
Lobaplatin,prevention of Cisplatin,0.93367362
Lobaplatin,Daunorubicin,0.91747272
in defining Heparin,reports of Heparin,0.927937329
in defining Heparin,Heparin,0.925708771
in defining Heparin,for the Tucatinib,0.887143791
in defining Heparin,Amiodarone,0.880409658
in defining Heparin,in recognizing Florfenicol,0.880333483
reports of Heparin,in defining Heparin,0.927937329
reports of Heparin,Heparin,0.92305249
reports of Heparin,in recognizing Florfenicol,0.866245508
reports of Heparin,of developing Cisplatin,0.865606308
reports of Heparin,Perampanel,0.864883423
Andexanet alfa,Eltrombopag,0.904834032
Andexanet alfa,Granisetron,0.895868599
Andexanet alfa,Olaparib,0.88981849
Andexanet alfa,Ponatinib,0.889640331
Andexanet alfa,Enfortumab vedotin,0.889518797
Asparagine,Aspartic acid,0.949484766
Asparagine,Valine,0.917176008
Asparagine,Alanine,0.913963377
Asparagine,Arginine,0.91292125
Asparagine,Cysteine,0.901456535
Bisphenol A,Phenol,0.935084701
Bisphenol A,Thiamphenicol,0.90323174
Bisphenol A,Benzoic acid,0.898869514
Bisphenol A,Piperonyl butoxide,0.894201756
Bisphenol A,Aminobenzoic acid,0.891311824
Avibactam,Carbapenem,0.907265544
Avibactam,Colistin,0.897943258
Avibactam,Vancomycin,0.891823411
Avibactam,Cefazolin,0.891461492
Avibactam,Meropenem,0.882928729
Phosphatidylethanolamine,Cysteamine or Lipoic acid,0.815898836
Phosphatidylethanolamine,find elevated Norepinephrine,0.78888905
Phosphatidylethanolamine,catabolism of Norepinephrine,0.787096143
Phosphatidylethanolamine,Norepinephrine,0.783107996
Phosphatidylethanolamine,Acetylsalicylic acid,0.782338977
